"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H09058","Khoa Răng Hàm Mặt - Bệnh viện Quân y 175","096 983 10 10","786 Nguyễn Kiệm, 3, Gò Vấp, Hồ Chí Minh","","4.0","","","DB002674","K24","T05","H09058.jpg",
"H09059","Khoa Sản - Bệnh viện Đa khoa Mỹ Phước","0274 3535 777","Đường TC3, khu công nghiệp Mỹ Phước II, Mỹ Phước, Bến Cát, Bình Dương","","4.5","Khoa sản được thành lập vào tháng 10 năm 2008; trước đó khoa hoạt động chung với khoa ngoại. Từ ngày thành lập đến nay khoa đã phát triển rất nhiều về chất lượng chuyên môn cũng như quy mô hoạt động. Hiện nay khoa được sự hỗ trợ chuyên môn từ các bác sỹ có nhiều năm công tác ở các bệnh viện lớn ở Thành phố Hồ Chí Minh như bác sĩ Phan Thế Mỹ, trước đây là trưởng khoa sản của bệnh viện Nhân dân Gia Định hay bác sỹ Hồ Việt Thu - Phó chủ nhiệm bộ môn sản của Đại học Phạm Ngọc Thạch.","Điều trị các bệnh phụ khoa thông thường, Điều trị viêm âm hộ, Điều trị viêm âm đạo, Điều trị bệnh tuyến Bartholin, Điều trị rong kinh, Điều trị rong huyết, Xét nghiệm tầm soát ung thư phụ khoa, Xét nghiệm ung thư vú, Xét nghiệm ung thư cổ tử cung, Phẫu thuật cắt tử cung, Phẫu thuật nội soi điều trị u nang buồng trứng, Phẫu thuật nội soi điều trị thai ngoài tử cung, Khám thai định kỳ, Xét nghiệm tầm soát dị tật thai nhi, Xét nghiệm Double test, Xét nghiệm Triple test, Siêu âm 4 chiều, Điều trị nhau tiền đạo, Điều trị dọa sanh non","DB002675, DB002676, DB002677, DB002678, DB002679, DB002680, DB002681, DB002682, DB002683","","T05","H09059.jpg",
"H09060","Khoa Da liễu - Bệnh viện quận Thủ Đức","0283 8963 194","29 Khu phố 5 Phú Châu, Tam Phú, Thủ Đức, Hồ Chí Minh","Thứ Hai - Thứ Bảy: 07:30 - 11:30 , 13:30 - 16:30","3.0","Khoa Da liễu bệnh viện quận Thủ Đức ban đầu chỉ là một phòng khám thuộc khoa Khám bệnh với duy nhất một bác sĩ. Đến tháng 04 năm 2010 thì khoa Da liễu được thành lập và cho đến năm 2011 số lượng nhân viên trong khoa đã tăng lên 06 bác sĩ và đều có trình độ sau đại học và 02 điều dưỡng. Lượng bệnh lúc đầu chỉ vài bệnh đến nay đã tăng lên rất nhiều. Hiện tại ngoài việc khám, điều trị các bệnh lý về da, lông, tóc, móng các bác sĩ của khoa còn tham gia tư vấn và thực hiện chăm sóc da bằng những kỹ thuật cao với nhiều máy móc hiện đại với mong muốn đem lại cho người bệnh, khách hàng làn da đẹp nhất.","Chống oxy hóa, Chống nhăn, Điều trị u tuyến mồ hôi, Dưỡng da, Trẻ hóa da, Điều trị mụn, Điều trị mụn cóc, Điều trị sẹo mụn, Triệt lông vùng mép, Triệt lông vùng nách, Điều trị mụn, Điều trị da sạm, Trẻ hóa da, Dưỡng da, Điều trị sẹo mụn, Làm thon gon mặt, Làm thon gon cơ thể, Điều trị mụn cóc, Xoá nốt ruồi, Điều trị u tuyến mồ hôi, Chăm sóc da thư giãn, Chăm sóc trị nám, Chăm sóc làm sáng da, Chăm sóc trị mụn, Xông nóng đắp mặt nạ trị mụn, Điện di vitamin C, Điện di vitamin E, Điện di collagen, Làm mờ các vết thâm, Tăng kích thích tạo collagen, Chống oxy hóa, Sủi da, Oxy mụn, Oxy collagen, Triệt lông vùng nách, Triệt lông vùng tay, Triệt lông vùng cẳng chân, Triệt lông vùng mép, Triệt lông vùng giãn mạch máu mũi, Chống nhăn, Chống chảy xệ vùng mặt, Chống chảy xệ vùng cánh tay, Chống chảy xệ vùng đùi","","K05","T05","H09060.jpg",
"H09061","Khoa Răng trẻ em - Bệnh viện Răng Hàm Mặt Trung ương Hà Nội","0243 9285 172","40 Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội","Thứ Hai - Thứ Bảy: 07:30 - 17:00","5.0","Khoa Răng trẻ em hiện nay là một trong những khoa lớn của Bệnh viện Răng Hàm Mặt Trung ương Hà Nội. Với đội ngũ y, bác sỹ giàu kinh nghiệm, tâm huyết với nghề, hàng năm khoa đã đón tiếp hàng ngàn lượt trẻ tới khám và điều trị tại khoa. Được sự quan tâm đặc biệt của ban giám đốc, khoa được mở rộng tu sửa và trang bị nhiều máy móc hiện đại, tiên tiến phục vụ cho việc khám,chẩn đoán, tư vấn và điều trị các bệnh răng miệng cho trẻ.","Trám bít hố rãnh, Điều trị sâu răng, Nhổ răng, Điều trị sâu răng, Điều trị viêm tuỷ, Điều trị viêm cuống răng sữa, Điều trị hàn răng, Điều trị tuỷ răng, Nhổ răng, Điều trị đóng cuống răng vĩnh viễn đang phát triển , Điều trị chấn thương răng sữa, Điều trị chấn thương răng vĩnh viễn, Làm chụp thép bảo vệ thân răng cho răng sâu to, Làm chụp thép bảo vệ thân răng cho răng vỡ nhiều thành, Làm chụp thép bảo vệ thân răng cho răng đã được điều trị tủy, Điều trị tiền chỉnh nha cho răng lệch lạc, Sử dụng hàm chức năng điều trị thói quen xấu của trẻ mút tay, Sử dụng hàm chức năng điều trị thói quen xấu của trẻ mút môi, Sử dụng hàm chức năng điều trị thói quen xấu của trẻ nghiến răng, Làm hàm giữ khoảng trong trường hợp mất răng sữa sớm, Trám bít hố rãnh, Dự phòng sâu răng cho trẻ","DB002684, DB002685, DB002686, DB002687, DB002688, DB002689, DB002690, DB002691, DB002692, DB002693","K24, K21","T05","H09061.jpg",
"H09062","Khoa Sản phụ khoa - Phòng khám 125 Thái Thinh","0243 8535 522","125 Thái Thịnh, Thái Quang, Đống Đa, Hà Nội","Thứ Hai - Chủ Nhật: 07:30 - 12:00 , 13:30 - 20:00","3.8","Là một trong số các chuyên khoa đầu tiên được thành lập, suốt 16 năm qua, Sản phụ khoa thực sự là chuyên khoa mũi nhọn của Phòng khám 125 Thái Thịnh. Phòng khám được hầu hết người dân Hà Nội và các khu vực lân cận biết tới bởi dịch vụ Sản phụ khoa chất lượng cao, uy tín, an toàn và hiệu quả. Sự thành công và thương hiệu Sản phụ khoa của Phòng khám 125 Thái Thịnh là sự kết hợp của nhiều yếu tố: 16 năm kinh nghiệm trong lĩnh vực Sản phụ khoa, đội ngũ y bác sĩ được đào tạo sau đại học, là chuyên gia đầu ngành tới từ các bệnh viện lớn: Bệnh viện Phụ sản Trung ương, bệnh viện Phụ sản Hà Nội, bệnh viện 108, bệnh viện Bạch Mai...Không gian y tế tiện nghi với 6 phòng khám và làm thủ thuật Sản phụ khoa. Tiên phong đầu tư trang thiết bị hiện đại. Giờ mở cửa linh hoạt, làm việc tất cả các ngày trong tuần","Chữa hở hàm ếch, Khám vô sinh, Chữa Herpes sinh dục, Chữa Clamydia, Chữa Papilloma virus, Chích tuyến Bartholine, Chữa nhân xơ tử cung, Chữa lộ tuyến, Đốt laze lộ tuyến cổ tử cung, Chữa polyp, Chữa viêm âm đạo, Chữa tạp khuẩn, Chữa viêm âm đạo do lậu cầu, Chữa viêm do trùng roi, Đặt vòng chống dính buồng tử cung, Chữa dính buồng tử cung, Chữa trùng roi, Chữa lạc nội mạc tử cung, Chữa nấm, Chữa ứ nước vòi trứng, Chữa u đế, Chữa u nang buồng trứng, Chữa viêm dính vòi trứng, Đốt laze sùi, Đốt laze u nhú, Hút cầm máu buồng tử cung, Hút sinh thiết buồng tử cung, Tư vấn các biện pháp tránh thai, Chích apxe vú, Khám và quản lý thai kỳ, Khám và phát hiện thai lưu, Khám và phát hiện thai nghén, Khám và phát hiện thai ngoài tử cung, Chữa dầy da gáy, Chữa dị tật tim, Sinh thiết cổ tử cung, Chữa viêm âm đạo, Chữa nấm, Chữa tạp khuẩn, Chữa trùng roi, Chữa Clamydia, Chữa viêm do trùng roi, Chữa lộ tuyến, Chữa polyp, Chữa u đế, Chữa dính buồng tử cung, Chữa nhân xơ tử cung, Chữa u nang buồng trứng, Chữa lạc nội mạc tử cung, Chữa viêm dính vòi trứng, Chữa ứ nước vòi trứng, Chữa viêm âm đạo do lậu cầu, Chữa Papyloma virus, Chữa Herpes sinh dục, Chữa Clamydia, Khám và quản lý thai kỳ, Khám và phát hiện thai lưu, Khám và phát hiện thai ngoài tử cung, Chữa dầy da gáy, Chữa hở hàm ếch, Chữa dị tật tim, Khám và phát hiện thai nghén, Khám vô sinh, Tư vấn các biện pháp tránh thai,  Hút cầm máu buồng tử cung, Hút sinh thiết buồng tử cung, Sinh thiết cổ tử cung, Đốt laze sùi, Đốt laze u nhú, Đốt laze lộ tuyến cổ tử cung, Chích abse vú, Chích tuyến Bartholine, Đặt vòng chống dính buồng tử cung","DB002694, DB002695, DB002696, DB002697, DB002698, DB002699, DB002700, DB002701","K25","T05","H09062.jpg",
"H09063","Khoa Chăm sóc sức khỏe theo yêu cầu - Bệnh viện Chợ Rẫy","0283 9555 880","201B Nguyễn Chí Thanh, 12, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 11:30
Thứ Hai - Thứ Sáu: 07:00 - 11:30 , 13:00 - 16:30","","","Khám phụ khoa, Chăm sóc sức khỏe định kỳ , Chứng nhận sức khỏe du học, Chứng nhận sức khỏe lao động nước ngoài tại Việt Nam, Chứng nhận sức khoẻ lao động Việt Nam , Khám phụ khoa, Tư vấn phẫu thuật tạo hình thẩm mỹ, Tư vấn cho bệnh nhân điều trị nước ngoài","DB002702, DB002703, DB002704","K16","T05","H09063.jpg",
"H09064","Khoa Chấn thương chỉnh hình và cột sống - Bệnh viện Bạch Mai","093 556 56 78","78 Đường Giải Phóng , Phương Mai, Đống Đa, Hà Nội","","4.5","Khoa chấn thương chỉnh hình và cột sống thuộc Bệnh viện Bạch Mai có chức năng tổ chức thực hiện khám và điều trị tất cả các bệnh lý thuộc chuyên khoa chấn thương chỉnh hình và cột sống, tham gia nghiên cứu khoa học, đào tạo và chỉ đạo tuyến của bệnh viện","Bệnh lý khớp, Bệnh lý cột sống, Bệnh lý chấn thương, Phẫu thuật cột sống, Thay khớp, Nội soi khớp, Phục hồi chức năng","DB002705, DB002706, DB002707, DB002708","K02","T05","H09064.jpg",
"H09065","Khoa Hỗ trợ sinh sản - Bệnh viện Bưu điện Hà Nội - Cơ sở 1","0243 2216 569","49 Trần Điền, Định Công, Hoàng Mai, Hà Nội","","5.0","","Chẩn đoán nguyên nhân hiếm muộn, Nội soi hiếm muộn, Thụ tinh trong ống nghiệm, Lọc rửa và bơm tinh trùng vào buồng tử cung, Xét nghiệm tinh dịch đồ, Chụp tử cung vòi trứng, Xét nghiệm nội tiết, Chữa hiếm muộn, Chẩn đoán nguyên nhân hiếm muộn, Lọc rửa và bơm tinh trùng vào buồng tử cung, Nội soi hiếm muộn, Tinh dịch đồ, Xét nghiệm nội tiết, Chụp tử cung vòi trứng, Thụ tinh trong ống nghiệm","DB002709, DB002710","","T05","H09065.jpg",
"H09066","Khoa Nội soi - Bệnh viện Đại học Y Dược thành phố Hồ Chí Minh","0283 8554 269","215 Hồng Bàng, 11, Quận 5, Hồ Chí Minh","Thứ Hai - Thứ Sáu: 07:00 - 16:30
Thứ Bảy: 07:30 - 12:00","1.0","Thành lập ngày 02/11/2006, Khoa Nội soi - Bệnh viện Đại học Y Dược thành phố Hồ Chí Minh là một trong những trung tâm nội soi lớn nhất nước, một trong những đơn vị nội soi của hệ thống công lập đi đầu thực hiện qui trình xử lý tiệt khuẩn máy nội soi theo chuẩn của Hội Nội soi Tiêu hóa Thế giới.","Điều trị sỏi ống mật chủ, Đặt stent đường mật, Điều trị xuất huyết tiêu hóa, Nội soi dạ dày, Nội soi thực quản, Nội soi khí phế quản, Nội soi thực quản, Nội soi dạ dày, Nội soi tá tràng, Nội soi đại - trực tràng, Nội soi ruột non, Nội soi khí phế quản, Điều trị xuất huyết tiêu hóa, Điều trị  biến chứng vỡ dãn tĩnh mạch thực quản, Điều trị sỏi ống mật chủ, Cắt polyp ống tiêu hóa qua nội soi, Mở dạ dày ra da qua nội soi, Đặt stent đường mật","DB002711, DB002712, DB002713, DB002714, DB002715, DB002716, DB002717, DB002718, DB002719, DB002720, DB002721, DB002722, DB002723, DB002724","K22","T05","H09066.jpg",
"H09067","Khoa Thận - tiết niệu - Bệnh viện Hữu Nghị Viêt Đức","0243 8253 531","40 Tràng Thi, Hàng Bông, Hoàn Kiếm, Hà Nội","","3.3","","","DB002725, DB002726, DB002727, DB002728, DB002729, DB002730, DB002731, DB002732, DB002733, DB002734, DB002735, DB002736, DB002737","K31, K11","T05","",
"H09068","Khoa Tai Mũi Họng - Bệnh viện Nhi Đồng 1","0283 9271 119","341 Sư Vạn Hạnh , 10, Quận 10, Hồ Chí Minh","Thứ Hai - Thứ Sáu: 07:00 - 11:00 , 13:00 - 16:00
Thứ Bảy, Chủ Nhật: 07:00 - 20:00","","","Phẫu thuật tạo hình, Bơm thuốc thanh quản, Đặt ống thông khí hòm tai, Làm proetz, Điều trị bệnh mũi xoang, Lấy dị vật tai, Đốt cuốn mũi, Vá nhĩ đơn thuần, Nạo VA, Nội soi Tai Mũi Họng, Nội soi tai mũi họng, Điều trị bệnh về tai, Điều trị bệnh mũi xoang, Điều trị bệnh vể họng - thanh quản, Phẫu thuật phục hồi, Mở túi nội dịch tai trong, Phẫu thuật tạo hình, Vá nhĩ đơn thuần, Đặt ống thông khí hòm tai, Lấy dị vật tai, Chích nhọt ống tai ngoài, Thắt động mạch bướm khẩu cái, Khoan thăm dò xoang trán, Nạo VA, Đốt cuốn mũi, Bẻ cuốn dưới, Làm Proetz, Áp lạnh Amidan, Bơm thuốc thanh quản, Đốt nhiệt họng hạt, Đốt lạnh họng hạt","DB002738, DB002739, DB002740, DB002741, DB002742","K26","T05","",
"H09069","Khoa Ngoại vú - Bệnh viện K - Cơ sở 1","0243 8252 143","43 Quán Sứ , Hàng Bông, Hoàn Kiếm, Hà Nội","","3.2","","","DB002743, DB002744, DB002745, DB002746, DB002747, DB002748","","T05","H09069.jpg",
"H09070","Khoa Phẫu thuật tạo hình - Thẩm mỹ - Viện Bỏng Quốc gia","0243 6884 571","263 Phùng Hưng, Phúc La, Hà Đông, Hà Nội","","5.0","Khoa Phẫu thuật tạo hình - Thẩm mỹ được thành lập vào ngày 4 tháng 10 năm 1995. Khoa nhận và điều trị bệnh nhân di chứng bỏng và các loại về tạo hình, tham gia công tác giảng dạy cùng với Bộ môn Bỏng, tham gia công tác đi tuyến về thảm họa và bỏng.","Ghép da, Cắt sẹo khâu kín, Cắt sẹo khâu thẩm mỹ, Chuyển vạt da , Xoay vạt da, Đảo vạt da, Ghép da dày toàn bộ, Túi giãn da, Ghép da","DB002749, DB002750, DB002751","K30","T05","H09070.jpg",
"H09071","Khoa Ngoại chấn thương - Chỉnh hình và tạo hình - Bệnh viện Thể thao Việt Nam","0243 7855 188","Đỗ Xuân Hợp, Mỹ Đình, Nam Từ Liêm, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:59","4.0","Khoa Ngoại chấn thương - Chỉnh hình và tạo hình thuộc bệnh viện Thể thao Việt Nam có nhiệm vụ tiếp đón và tổ chức khám, điều trị cho những người mắc các bệnh lý hoặc bị tổn thương do chấn thương ở cơ - xương - khớp, bỏng mới và di chứng bỏng. Theo dõi, điều trị những người bệnh mắc bệnh lý hoặc bị tổn thương do chấn thương cơ - xương - khớp, bỏng mới và di chứng bỏng chưa có chỉ định phẫu thuật cũng như các bệnh nhân sau mổ ổn định được trả về khoa. Triển khai mổ cấp cứu, mổ theo kế hoạch cho người bệnh vào khoa khi có chỉ định phẫu thuật.","Điều trị tổn thương do bỏng, Điều trị tổn thương do chấn thương ở cơ – xương - khớp, Khám và điều trị bệnh lý cơ - xương - khớp, Mổ cấp cứu, Mổ theo kế hoạch, Tuyên truyền, giáo dục sức khỏe cho người bệnh, Khám sức khỏe, Hướng dẫn người bệnh phòng bệnh - chữa bệnh, Hướng dẫn người bệnh tập luyện phục hồi chức năng cơ, Điều trị bệnh lý cơ - xương - khớp, Điều trị tổn thương do chấn thương ở cơ - xương - khớp, Điều trị tổn thương do bỏng , Mổ cấp cứu, Mổ theo kế hoạch, Phục hồi chức năng cơ , Khám sức khỏe, Mổ cấp cứu, Mổ theo kế hoạch cho người bệnh vào khoa khi có chỉ định phẫu thuật","DB002752, DB002753, DB002754","K02","T05","H09071.jpg",
"H09072","Khoa Tiêu hóa - Bệnh viện Nhi Trung ương","0243 8351 072","18/879 La Thành, Láng Hạ, Đống Đa, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:59
24/24h","4.0","","Chữa các bệnh hệ thống tiêu hóa, Chữa bệnh gan mật, Chữa hội chứng ứ mật kéo dài, Chữa viêm loét dạ dày - tá tràng, Chữa u ở bụng, Chữa viêm gan mãn, Chữa xuất huyết tiêu hóa, Chữa tiêu chảy cấp, Chữa tiêu chảy kéo dài, Chữa các bệnh hệ thống tiêu hoá, Chữa bệnh gan mật, Chữa tiêu chảy cấp, Chữa tiêu chảy kéo dài, Chữa xuất huyết tiêu hoá, Chữa viêm loét dạ dày - tá tràng, Chữa viêm gan mãn, Chữa hội chứng ứ mật kéo dài, Chữa u ở bụng","DB002755, DB002756, DB002757, DB002758","","T05","H09072.jpg",
"H09073","Khoa Ngoại tiêu hóa - Bệnh viện Xanh Pôn","0243 7330 203","12 Chu Văn An Ba Đình, Hà Nội","","3.2","Khoa Phẫu thuật tiêu hóa được thành lập ngày 06 tháng 11 năm 2014 trên cơ sở sát nhập 2 khoa Phẫu thuật tiêu hóa B và Phẫu thuật tiêu hóa M. Khoa Phẫu thuật tiêu hóa là một trong các khoa Ngoại lớn nhất của Bệnh viện. Khoa chuyên tiếp nhận và điều trị các bệnh lý cấp cứu và các bệnh lý cần phẫu thuật của hệ tiêu hóa, gan mật, hậu môn- trực tràng, nhi khoa…Đặc biệt phần lớn các phẫu thuật này được thực hiện qua nội soi nhằm đảm bảo tính thẩm mỹ và giảm tối đa các sang chấn trên bệnh nhân. Khoa hiện có 60 giường bệnh trong đó có 25 giường bệnh theo yêu cầu, được đảm nhiệm bởi các bác sỹ chuyên khoa giàu kinh nghiệm.","Cắt túi mật nội soi, Phẫu thuật cắt đoạn đại tràng, Nối vị tràng, Cắt trĩ bằng phương pháp Longo, Phẫu thuật Ung thư dạ dày, Cắt nang gan, Phẫu thuật ung thư dạ dày, Cắt dạ dày bán phần, Cắt dạ dày toàn phần, Cắt dạ dày nạo hạch, Nối vị tràng, Mở dạ dày nuôi ăn, Phẫu thuật khâu lổ thủng cấp cứu, Phẫu thuật điều trị hẹp môn vị, Phẫu thuật cắt dạ dày do loét, Phẫu thuật cắt đoạn đại tràng, Phẫu thuật cắt toàn bộ đại tràng, Phẫu thuật cắt polype đại tràng, Phẫu thuật sa trực tràng, Cắt gan do u, Cắt nang gan, Cắt khối tá tràng đầu tụy (DOC), Cắt thân đuôi tụy, Cắt lách bệnh lý, Cắt lách chấn thương, Cắt túi mật nội soi , Mở ống mật chủ lấy sỏi, Cắt nang ống mật chủ, Phẫu thuật nối mật ruột, ERCP lấy sỏi đường mật, Đặt stent đường mật trong hẹp đường mật, Phẫu thuật thoát vị bẹn nội soi, Đặt lưới phục hồi thành bụng, Sửa chữa các loại thoát vị thành bụng qua vết mổ hay lỗ tự nhiên, Phẫu thuật thoát vị hoành, Phẫu thuật nhão cơ hoành, Phẫu thuật thoát vị thắt lưng, Phẫu thuật thoát vị rốn, Phẫu thuật thoát vị đùi, Cắt trĩ bằng phương pháp Longo, Điều trị nứt hậu môn mạn tính, Phẫu thuật điều trị sa trực tràng, Phẫu thuật điều trị rò hậu môn, Phẫu thuật điều trị áp xe cạnh hậu môn, Phẫu thuật điều trị ung thư trực tràng,  Phẫu thuật điều trị ung thư ống hậu môn, Phẫu thuật Miles mổ hở, Phẫu thuật Miles mổ nội soi, Phẫu thuật đứt cơ thắt hậu môn, Phẫu thuật rò trực tràng, Phẫu thuật rò âm đạo, Phẫu thuật bệnh rectocèle, Phẫu thuật hẹp hậu môn, Điều trị táo bón bằng phẫu thuật, Điều trị táo bón bằng máy giao thoa, Thực hiện một số phẫu thuật về nhi khoa, Thực hiện tất cả các phẫu thuật cấp cứu ","DB002759, DB002760, DB002761, DB002762, DB002763","","T05","H09073.jpg",
"H09074","Khoa Chỉnh hình nhi - Bệnh viện Chấn thương Chỉnh hình","0283 9235 794","929 Trần Hưng Đạo, 1, Quận 5, Hồ Chí Minh","Thứ Bảy, Chủ Nhật: 07:00 - 12:00
Thứ Hai - Thứ Sáu: 07:00 - 20:00","5.0","Khoa Chỉnh hình nhi, bệnh viện Chấn thương chỉnh hình được thành lập cùng với sự thành lập của bệnh viện Chấn thương chỉnh Hình với chức năng là giải quyết các bệnh lý bẩm sinh, dị tật và những chấn thương về xương khớp của trẻ em dưới 15 tuổi. Với sự lãnh đạo của Trưởng khoa - Bác sĩ chuyên khoa II Phan Văn Tiếp, Phó khoa - Tiến sĩ, Bác sĩ Phan Đức Minh Mẫn, Cố vấn chuyên môn của cố Giáo sư Tiến sĩ Võ Thành Phụng, Khoa Chỉnh hình nhi là khoa gần như là duy nhất của các tỉnh phía Nam trong giải quyết các dị tật bẩm sinh của trẻ em.","Điều trị bàn chân khoèo, Điều trị trật khớp háng bẩm sinh, Điều trị trật khớp háng bẩm sinh, Điều trị bàn chân khoèo, Điều trị bàn chân bẹt, Điều trị dị tật dính ngón, Điều trị dị tật thừa ngón, Điều trị liệt tùng thần kinh sau sanh, Vi phẫu chuyển vạt da tự do, Vi phẫu chuyển vạt xương mác có cuống tự do, Nối đứt lìa chi ở trẻ em, Điều trị vẹo cột sống bẩm sinh, Phẫu thuật kết hợp xương kín / C-ARM không cần mở ổ gãy xương","DB002764, DB002765, DB002766, DB002767, DB002768, DB002769, DB002770, DB002771, DB002772, DB002773, DB002774, DB002775, DB002776","K02, K21","T05","H09074.jpg",
"H09075","Khoa Mắt - Bệnh viện Chợ Rẫy","0283 8554 137","201B Nguyễn Chí Thanh, 12, Quận 5, Hồ Chí Minh","Thứ Bảy: 07:00 - 11:00
Thứ Hai - Thứ Sáu: 07:00 - 16:00","5.0","Khoa Mắt - Bệnh viện Chợ Rẫy đã tham gia nhiều hội nghị và báo cáo khoa học trong nước và quốc tế. Khoa cũng hợp tác với Hội bảo trợ bệnh nhân nghèothành phố Hồ Chí Minh để điều trị mù cho đồng bào nghèo","Điều trị lão thị, Điều trị bệnh Glaucoma, Điều trị cận thị, Điều trị loạn thị, Điều trị viễn thị, Tiếp khẩu túi lệ mũi, Phẫu thuật thủy tinh thể, Điều trị cận thị, Điều trị viễn thị, Điều trị loạn thị, Điều trị lão thị, Tiếp khẩu túi lệ mũi , Cắt mống mắt chu biên, Điều trị bệnh Glaucoma, Điều trị mù cho đồng bào nghèo","DB002777, DB002778, DB002779, DB002780, DB002781, DB002782, DB002783, DB002784, DB002785, DB002786, DB002787","K20","T05","H09075.jpg",
"H09076","Khoa Sản - Bệnh viện Phụ sản An Thịnh","0246 2504 455","496 Bạch Mai, Trương Định, Hai Bà Trưng, Hà Nội","Thứ Hai - Chủ Nhật: 07:30 - 19:00","4.0","Khoa Sản được bố trí tại tầng 4, bao gồm hệ thống các phòng đẻ ( trong đó có 02 phòng đẻ thường, 01 phòng đẻ khó, 01 phòng đẻ nhiễm khuẩn), khu phòng sơ sinh, khu phòng cho sản phụ trước đẻ và sau đẻ được trang bị đầy đủ các trang thiết bị y tế tiện nghi hiện đại như: Giường đẻ điện được nhập khẩu từ Đức có thể nâng hạ dễ dàng, monitor theo dõi sản phụ và tim thai, máy chiếu vàng da, hệ thống oxy khí nén, máy siêu âm 2D của Siemen theo dõi nước ối, hệ thống điều hòa trung tâm, điện thoại, internet tại phòng, tivi, tủ lạnh và khu vệ sinh khép kín trong phòng.","Chăm sóc trẻ sơ sinh sau đẻ, Chăm sóc sản phụ, Đỡ đẻ, Đỡ đẻ, Chăm sóc sản phụ, Chăm sóc trẻ sơ sinh sau đẻ","DB002788, DB002789, DB002790, DB002791, DB002792, DB002793, DB002794, DB002795, DB002796","K25","T05","H09076.jpg",
"H09077","Khoa Khám bệnh - Bệnh viện Đa khoa Quốc tế Vinmec - Cơ sở Minh Khai","0243 9743 556","458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Thứ Bảy: 08:00 - 12:00
Thứ Hai - Thứ Sáu: 08:00 - 17:00","3.9","","Kiểm tra thị lực, Đo điện tâm đồ bằng máy Holter, Siêu âm, Xét nghiệm, Cân đo, Khám bệnh theo yêu cầu, Xét nghiệm, Điện tâm đồ, Siêu âm, Cân đo, Kiểm tra thị lực, Khám bệnh theo yêu cầu","DB002797, DB002798, DB002799, DB002800","K16","T05","H09077.jpg",
"H09078","Khoa Tai Mũi Họng - Bệnh viện quận Thủ Đức","0837295503","29 Phú Châu, khu phố 5, Tam Phú, Thủ Đức, Hồ Chí Minh","Thứ Tư, Thứ Sáu: 07:30 - 11:30 , 07:30 - 11:30 , 13:30 - 16:30
Thứ Hai, Thứ Ba: 07:30 - 11:30 , 13:30 - 16:30
Thứ Năm, Thứ Bảy: 13:30 - 16:30","1.0","","Khám bệnh và tư vấn về Răng hàm mặt, Điều trị răng miệng, Trám răng, Điều trị tủy răng, Nhổ răng, Nhổ răng tiểu phẫu, Điều trị bệnh lý nha chu, Tẩy trắng răng, Phục hình răng, Phẫu thuật cắt nang quanh chóp, Phẫu thuật cắm ghép Implant, Chỉnh hình răng, Nhổ răng hàng loạt dưới gây mê, Phẫu thuật chỉnh hình hàm mặt, Duy trì phẫu thuật tạo hình khe hở môi, Duy trì phẫu thuật tạo hình khe hở vòm, Phẫu thuật đa chấn thương hàm mặt, Phẫu thuật điều trị gãy xương hàm dưới, Phẫu thuật điều trị gãy xương hàm trên, Phẫu thuật điều trị gãy xương hàm gò má – cung tiếp, Phẫu thuật tái tạo sàn ổ mắt, Phẫu thuật các khối u hàm mặt, Điều trị các loại viêm nhiễm vùng hàm mặt","","K26","T05","H09078.jpg",
"H09079","Khoa Nội soi - Bệnh viện Tai Mũi Họng Trung ương","0243 8686 522","78 Giải Phóng, Phương Mai, Đống Đa, Hà Nội","Thứ Hai - Thứ Sáu: 08:00 - 17:00","4.2","Ngay sau khi Viện Tai Mũi Họng được thành lập (4/7/1969), năm1970 khoa Nội soi đã được thành lập với hai nhân viên là bác sỹ Nguyễn Văn Đức và y tá Nguyễn Văn Mai, năm 1972 có thêm một y tá Tạ văn Chức. Đến năm 1984 được Bộ Y tế quyết định thành lập khoa Nội soi do giáo sư Nguyễn Văn Đức làm trưởng khoa. Khi đó đây là khoa Nội soi đầu tiên của miền Bắc xã hội chủ nghĩa","Chẩn đoán rò xoang lê, Phẫu thuật u lành tính thanh quản , Gắp dị vật khí quản , Nội soi cấp cứu bệnh nhân dị vật đường thở,  Nội soi cấp cứu bệnh nhân dị vật thực quản","DB002801, DB002802, DB002803, DB002804, DB002805, DB002806, DB002807, DB002808, DB002809, DB002810, DB002811","K26, K22","T05","",
"H09080","Khoa Khám bệnh - Thẩm mỹ da - Bệnh viện Da liễu Thành phố Hồ Chí Minh","0289305995","2 Nguyễn Thông, 6, Quận 3, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 11:00 , 12:00 - 16:00","3.0","","","DB002812, DB002813, DB002814, DB002815, DB002816, DB002817","K16, K30","T05","H09080.jpg",
